series title,series number,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1962-1965 New York Office - Archives and Records,1962-1965 ,,,,,,,,,Microform,Reel,65,Box,I 211,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 New York Office - Finance and Investments,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 211,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 New York Office - General Correspondence,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 211,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: 1961 1962 New York Office - Robert Gumbel,"1961, 1962 ",,,,,,,,,Microform,Reel,65,Box,I 211,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 New York Office - Philanthropy,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 212,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 New York Office - Public Affairs,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 212,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 New York Office - Carl. E. Siegesmund,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 212,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 New York University Medical Center,1961-1965 ,,,,,,,,,Microform,Reel,65,Box,I 212,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1964-1965 New York World's Fair,1964-1965 ,,,,,,,,,Microform,Reel,65,Box,I 212,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 ""N"" Bus. and Gen. Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 213,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 2 WR: 1961-1965 ""N"" Fan mail",1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 213,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""N"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 213,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Offers to Sell - Art Objects etc.,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 213,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1963 Oppenheimer Industries Inc. House Ways and Means Committee,1963 ,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 1961-1965 Ouachita Baptist College,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""O"" Bus. and Gen. Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: ""O"" Personal Correspondence",,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1963-1965 Palm Springs House,1963-1965 ,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: 1963-1965 Papa Salvatore (Mr. and Mrs.),1963-1965 ,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 7 WR: Petit Jean Air Service Inc.,,,,,,,,,,Microform,Reel,66,Box,I 214,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 8 WR: 1964 1965 Petit Jean Attractions - Board Meetings Financial Statements,"1964, 1965 ",,,,,,,,,Microform,Reel,66,Box,I 214,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 9 WR: 1964 1965 Petit Jean Attractions - General,"1964, 1965 ",,,,,,,,,Microform,Reel,66,Box,I 214,Folder,9,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Petit Jean Attractions - Museum of Automobiles Acquisition of Melton Collection and others Construction and Legal Correspondence,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Petit Jean Attractions - Museum of Automobiles General Correspondence.,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1964 Petit Jean Attractions - Museum of Automobiles Opening - 1964 October 16 17 18,1964,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Petit Jean Attractions - Museum of Automobiles Press Clippings,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1965 Petit Jean Attractions - Museum of Automobiles Second Annual Antique Auto Fair - 1965 October 16 17,1965,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: 1961-1965 Petit Jean Park Airport,1961-1965 ,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 7 WR: 1964 Petit Jean Pines,1964 ,,,,,,,,,Microform,Reel,66,Box,I 215,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1963-1965 Petit Jean State Park - General,1963-1965 ,,,,,,,,,Microform,Reel,66,Box,I 216,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1963 Pickens Jack (Mr. and Mrs.),1961-1963 ,,,,,,,,,Microform,Reel,66,Box,I 216,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1963 Plasmofalt,1961-1963 ,,,,,,,,,Microform,Reel,66,Box,I 216,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Pleasant Valley Inc.,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 216,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 Pocantico Hills Seal Harbor Tarrytown,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 216,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 6 WR: 1963 ""Portrait"" CBS-TV 1963 March 27",1963,,,,,,,,,Microform,Reel,67,Box,I 216,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Post Card Sales - Winrock Farms,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1962 1963 1965 Powell Lewis F. Jr.,"1962, 1963, 1965 ",,,,,,,,,Microform,Reel,67,Box,I 217,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Press Radio and TV Contacts,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: 1961-1965 General Correspondence ""P""",1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 5 WR: 1961-1965 ""P"" Bus. and Gen. Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 6 WR: 1961-1965 ""P"" Fan Mail",1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 7 WR: 1961-1965 ""P"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 217,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 (1720 Tower Bldg.) ""Q"" Miscellaneous Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 218,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Real Estate - Petit Jean Mountain,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 218,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Recommendations for Jobs,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 218,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1965 Rice for Hong Kong,1965 ,,,,,,,,,Microform,Reel,67,Box,I 218,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1963-1965 Rock William P.,1963-1965 ,,,,,,,,,Microform,Reel,67,Box,I 218,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Rockefeller (Mrs.) Barbara,1961-1965 ,,,,,,,,,Microform,Reel,67,Box,I 219,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1963 Rockefeller Brothers Fund - Correspondence,1961-1963 ,,,,,,,,,Microform,Reel,67,Box,I 219,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: Rockefeller Brothers Fund - Reports,,,,,,,,,,Microform,Reel,67,Box,I 219,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1963-1965 Rockefeller Brothers Incorporated,1963-1965 ,,,,,,,,,Microform,Reel,68,Box,I 219,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1962-1965 Rockefeller Center Inc.,1962-1965 ,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: Rockefeller Family Correspondence - Abby Rockefeller Mauze,,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: Rockefeller Family Correspondence - Family of Abby R. Mauze,,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: Rockefeller Family Correspondence - David Rockefeller,,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: Rockefeller Family Correspondence - Family of David Rockefeller,,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: Rockefeller Family Correspondence - General 1961-1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 7 WR: Rockefeller Family Correspondence - John D. Rockefeller 3rd 1961-1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 8 WR: Rockefeller Family Correspondence - Family of John D. Rockefeller 3rd 1961- 1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 220,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: Rockefeller Family Correspondence - Laurance S. Rockefeller,,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: Rockefeller Family Correspondence - Family of Laurance S. Rockefeller 1961- 1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: Rockefeller Family Correspondence - Martha Baird Rockefeller 1961-1964,1961-1964,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: Rockefeller Family Correspondence - Nelson A. Rockefeller 1961-1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: Rockefeller Family Correspondence - Family of Nelson A. Rockefeller 1961- 1965,1961-1965,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: Rockefeller Family Correspondence - Nelson A. Rockefeller (for President) 1963-1964,1963-1964,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 7 WR: 1962-1965 Rockefeller Family Correspondence - The Cousins,1962-1965 ,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,7,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 8 WR: (Mar.) 1962-1963 Rockefeller Family News Summary,1962-1963 ,,,,,,,,,Microform,Reel,68,Box,I 221,Folder,8,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1964-1965 Rockefeller Family News Summary,1964-1965 ,,,,,,,,,Microform,Reel,68,Box,I 222,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1962-1965 Rockefeller Foundation,1962-1965 ,,,,,,,,,Microform,Reel,68,Box,I 222,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Rockefeller Winthrop - Miscellaneous News Clippings,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 223,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1963 Rockefeller Winthrop - Peat Marwick Mitchell and Co.,1961-1963 ,,,,,,,,,Microform,Reel,69,Box,I 223,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Rockefeller Winthrop - Personal,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 223,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1962-1965 Rockefeller Mrs. Winthrop,1962-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1965 Rockefeller Winthrop Paul,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Rockwin Fund,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Rockwin Fund - Newspaper Clippings,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 5 WR: 1961-1965 General Correspondence ""R""",1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 6 WR: 1961-1965 ""R"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 224,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 ""R"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 226,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: Oct. 21 1965 School Superintendents at Winrock Farms,1965 ,,,,,,,,,Microform,Reel,69,Box,I 226,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961 Schumaker Naval Ammunition Depot,1961 ,,,,,,,,,Microform,Reel,69,Box,I 226,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1964 Seawell Wallace L. (Paul A. Hesse Studio),1961-1964 ,,,,,,,,,Microform,Reel,69,Box,I 226,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 Security Program - Winrock Farms,1961-1965 ,,,,,,,,,Microform,Reel,69,Box,I 226,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1963-1965 Smith Craig,1963-1965 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: Nov. 13 1962 (Hot Springs and Winrock Farms) Southern Association of State Planning and Development Agencies,1962 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1965 Southern Baptist College,1961-1965 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Southern Rice Farmers Inc.,1961-1965 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: April 22 23 1965 Southern University Conference Hot Springs and Winrock Farms,1965 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: 1961-1965 Southwest Foundations Conference of,1961-1965 ,,,,,,,,,Microform,Reel,70,Box,I 227,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961 (August 30-31) Southwest Seminar on Management and Uses of Nuclear Energy - Hot Springs Ark.,1961 ,,,,,,,,,Microform,Reel,70,Box,I 228,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: July-Dec. 1965 Speeches (other than Williamsburg),1965 ,,,,,,,,,Microform,Reel,70,Box,I 228,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: February-June 1965 Speeches (other than Williamsburg),1965 ,,,,,,,,,Microform,Reel,70,Box,I 229,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1964 Speeches (other than Williamsburg),1961-1964 ,,,,,,,,,Microform,Reel,71,Box,I 229,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1964 Stamp Collection,1961-1964 ,,,,,,,,,Microform,Reel,71,Box,I 229,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 General Correspondence ""S""",1961-1965 ,,,,,,,,,Microform,Reel,71,Box,I 230,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 2 WR: 1961-1965 ""S-Sh"" Bus. and Gen. Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,71,Box,I 230,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""Si-Sy"" Bus. and Gen. Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,71,Box,I 230,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: 1961-1965 ""S"" Fan Mail",1961-1965 ,,,,,,,,,Microform,Reel,71,Box,I 230,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 5 WR: 1961-1965 ""S"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,71,Box,I 230,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1962-1963 Ten Outstanding Young Men of 1962 Dinner January 1963 - Winrock Farms,"1962, 1963",,,,,,,,,Microform,Reel,71,Box,I 231,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: Dec. 1965 Telephone Calls,1965 ,,,,,,,,,Microform,Reel,71,Box,I 231,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1963 Tenth Anniversary - Dinner and Carnival,1963 ,,,,,,,,,Microform,Reel,71,Box,I 231,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1963 Tenth Anniversary - Press Clippings,1963 ,,,,,,,,,Microform,Reel,72,Box,I 232,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1963 Tenth Anniversary - (Souvenir Folder),1963 ,,,,,,,,,Microform,Reel,72,Box,I 232,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Thank You Letters - Farm Visitors,1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 233,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1962 (Sept.) 1965 Thomas Jefferson Award for Public Service,"1962, 1965 ",,,,,,,,,Microform,Reel,72,Box,I 233,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Thompson Richard (Mr. and Mrs.),1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 234,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1964-1965 Tool Jean K.,1964-1965 ,,,,,,,,,Microform,Reel,72,Box,I 234,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1961-1963 (#1 of 2 folders) Tours and Groups at Winrock Farms,1961-1963 ,,,,,,,,,Microform,Reel,72,Box,I 234,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1964-1965 (#2 of 2 folders) Tours and Groups at Winrock Farms,1964-1965 ,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1962 Tower Building,1962 ,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: Travel (1720 Tower Bldg.) 1961-1965,1961-1965,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Travel - Passport and Birth Certificate Info.,1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961 (Summer) Trip - Europe- Mrs. G. Brown Mr. and Mrs. WR Anne and Bruce,1961 ,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 6 WR: 1963-1965 Trips - WR,1963-1965 ,,,,,,,,,Microform,Reel,72,Box,I 235,Folder,6,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 1 WR: 1961-1965 ""T"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 236,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 2 WR: 1961-1965 ""T"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 236,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""T"" Fan Mail",1961-1965 ,,,,,,,,,Microform,Reel,72,Box,I 236,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1962-1965 Union National Bank,1962-1965 ,,,,,,,,,Microform,Reel,72,Box,I 236,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961-1965 University of Arkansas - General,1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 236,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 University of Arkansas Medical Center,1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 237,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 2 WR: 1961-1965 ""U"" Business and Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 237,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""U"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 237,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 4 WR: 1961-1965 Vanderbilt University - General Correspondence,1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 237,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961 1962 Vanderbilt University - George Peabody College,"1961, 1962 ",,,,,,,,,Microform,Reel,73,Box,I 238,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1964 1965 Vanderbilt University - Studies and Speeches - WR,"1964, 1965 ",,,,,,,,,Microform,Reel,73,Box,I 238,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961 1962 1964 Villalon Augusto,"1961, 1962, 1964 ",,,,,,,,,Microform,Reel,73,Box,I 239,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1964 1965 Voter Registration Bill,"1964, 1965 ",,,,,,,,,Microform,Reel,73,Box,I 239,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 3 WR: 1961-1965 ""V"" Business and General Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 239,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,"File 4 WR: 1961-1965 ""V"" Personal Correspondence",1961-1965 ,,,,,,,,,Microform,Reel,73,Box,I 239,Folder,4,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 5 WR: 1961 Water Pollution Research Laboratories,1961 ,,,,,,,,,Microform,Reel,73,Box,I 239,Folder,5,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1963 1965 Water Resources Planning Study,"1961-1963, 1965 ",,,,,,,,,Microform,Reel,73,Box,I 241,Folder,1,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 2 WR: 1961-1963 1965 Water Resources Planning Study - Reports,"1961-1963, 1965 ",,,,,,,,,Microform,Reel,74,Box,I 241,Folder,2,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 3 WR: 1963-1965 Who's Who,1963-1965 ,,,,,,,,,Microform,Reel,74,Box,I 241,Folder,3,,,,,,,,,,,,
Personal papers,I,,I.9,,1961-1965,,File 1 WR: 1961-1965 Wibault Michel,1961-1965 ,,,,,,,,,Microform,Reel,74,Box,I 242,Folder,1,,,,,,,,,,,,
